Time,L_T
2025/1/11 16:25:10,0.007456921
2025/1/11 16:25:11,0.007458103
2025/1/11 16:25:12,0.007447255
2025/1/11 16:25:13,0.007474182
2025/1/11 16:25:14,0.007515293
2025/1/11 16:25:15,0.007566011
2025/1/11 16:25:16,0.007662137
2025/1/11 16:25:17,0.00768762
2025/1/11 16:25:18,0.007697174
2025/1/11 16:25:19,0.00774227
2025/1/11 16:25:20,0.007776162
2025/1/11 16:25:21,0.008116141
2025/1/11 16:25:22,0.008277485
2025/1/11 16:25:23,0.008278461
2025/1/11 16:25:24,0.008255535
2025/1/11 16:25:25,0.008293271
2025/1/11 16:25:26,0.008281542
2025/1/11 16:25:28,0.004478659
2025/1/11 16:25:29,0.007109843
2025/1/11 16:25:30,0.007138867
2025/1/11 16:25:31,0.007128789
2025/1/11 16:25:32,0.007169143
2025/1/11 16:25:33,0.007208467
2025/1/11 16:25:34,0.007196478
2025/1/11 16:25:35,0.007206434
2025/1/11 16:25:36,0.007178177
2025/1/11 16:25:37,0.007210941
2025/1/11 16:25:38,0.007191237
2025/1/11 16:25:39,0.007239955
2025/1/11 16:25:40,0.007242499
2025/1/11 16:25:41,0.007214923
2025/1/11 16:25:42,0.003188792
2025/1/11 16:25:43,0.006319758
2025/1/11 16:25:44,0.006291212
2025/1/11 16:25:45,0.0063726
2025/1/11 16:25:46,0.006386434
2025/1/11 16:25:47,0.006383544
2025/1/11 16:25:48,0.006362504
2025/1/11 16:25:49,0.006401479
2025/1/11 16:25:50,0.00641447
2025/1/11 16:25:51,0.00642681
2025/1/11 16:25:52,0.006398891
2025/1/11 16:25:53,0.006435383
2025/1/11 16:25:54,0.006417964
2025/1/11 16:25:55,0.006441634
2025/1/11 16:25:56,0.006458547
2025/1/11 16:25:57,0.006447246
2025/1/11 16:25:58,0.006453235
2025/1/11 16:25:59,0.006505068
2025/1/11 16:26:00,0.006496582
2025/1/11 16:26:01,0.006575278
2025/1/11 16:26:02,0.006600484
2025/1/11 16:26:03,0.006654028
2025/1/11 16:26:04,0.006660096
2025/1/11 16:26:05,0.006706194
2025/1/11 16:26:06,0.006722206
2025/1/11 16:26:07,0.006726934
2025/1/11 16:26:08,0.00672155
2025/1/11 16:26:09,0.006745388
2025/1/11 16:26:10,0.006758416
2025/1/11 16:26:11,0.006780813
2025/1/11 16:26:12,0.006817901
2025/1/11 16:26:13,0.006817166
2025/1/11 16:26:14,0.006813849
2025/1/11 16:26:15,0.006805834
2025/1/11 16:26:16,0.006717385
2025/1/11 16:26:17,0.006790732
2025/1/11 16:26:18,0.00676605
2025/1/11 16:26:19,0.006803447
2025/1/11 16:26:20,0.006810094
2025/1/11 16:26:21,0.00650866
2025/1/11 16:26:22,0.000853895
2025/1/11 16:26:23,0.00584879
2025/1/11 16:26:24,0.005832306
2025/1/11 16:26:25,0.005835386
2025/1/11 16:26:26,0.005797359
2025/1/11 16:26:27,0.005774372
2025/1/11 16:26:28,0.005503704
2025/1/11 16:26:29,0.005852343
2025/1/11 16:26:30,0.005966733
2025/1/11 16:26:31,0.006000255
2025/1/11 16:26:32,0.006056127
2025/1/11 16:26:33,0.006091512
2025/1/11 16:26:34,0.006103465
2025/1/11 16:26:35,0.006105807
2025/1/11 16:26:37,0.001363425
2025/1/11 16:26:38,0.013812787920442382
2025/1/11 16:26:39,0.013488857401374807
2025/1/11 16:26:40,0.013641036204805316
2025/1/11 16:26:41,0.013808057077535038
2025/1/11 16:26:42,0.013959233
2025/1/11 16:26:43,0.014135068440482327
2025/1/11 16:26:44,0.0142538
2025/1/11 16:26:45,0.014303079047103337
2025/1/11 16:26:46,0.014348648668993954
2025/1/11 16:26:47,0.014260796285084401
2025/1/11 16:26:50,0.009591723
2025/1/11 16:26:51,0.017632099332568558
2025/1/11 16:26:52,0.017202099487933904
2025/1/11 16:26:53,0.017376131938672046
2025/1/11 16:26:54,0.017626099
2025/1/11 16:26:55,0.017216242235147394
2025/1/11 16:26:58,0.017087466253378352
2025/1/11 16:26:59,0.017179806345012445
2025/1/11 16:27:00,0.017324952202974735
2025/1/11 16:27:01,0.017463860857321805
2025/1/11 16:27:02,0.017484993145533274
2025/1/11 16:27:03,0.017481205
2025/1/11 16:27:04,0.017466489829919347
2025/1/11 16:27:06,0.017474746571279898
2025/1/11 16:27:07,0.017479371
2025/1/11 16:27:08,0.017480868
2025/1/11 16:27:09,0.0168905
2025/1/11 16:27:10,0.017534675510711157
2025/1/11 16:27:11,0.017533702
2025/1/11 16:27:12,0.017528294603595878
2025/1/11 16:27:13,0.017529084321158035
2025/1/11 16:27:14,0.017523907301823183
2025/1/11 16:27:15,0.017519993795278133
2025/1/11 16:27:16,0.017521769
2025/1/11 16:27:17,0.017525048561864764
2025/1/11 16:27:18,0.017538304734015558
2025/1/11 16:27:19,0.017553232097659837
2025/1/11 16:27:20,0.017550161
2025/1/11 16:27:21,0.017561562
2025/1/11 16:27:22,0.017561261902143983
2025/1/11 16:27:23,0.017553365533324428
2025/1/11 16:27:25,0.017581670572748138
2025/1/11 16:27:26,0.017495257459992402
2025/1/11 16:27:28,0.015248618121104377
2025/1/11 16:27:29,0.016786117
2025/1/11 16:27:31,0.016858675342077262
2025/1/11 16:27:32,0.017243483
2025/1/11 16:27:34,0.018033795494660925
2025/1/11 16:27:35,0.018037725490235374
2025/1/11 16:27:36,0.018056379404432388
2025/1/11 16:27:38,0.018087565
2025/1/11 16:27:40,0.018153399202698022
2025/1/11 16:27:41,0.018153922
2025/1/11 16:27:42,0.018154168042319174
2025/1/11 16:27:44,0.018164060599417553
2025/1/11 16:27:45,0.018163184574850593
2025/1/11 16:27:47,0.018106140358284655
2025/1/11 16:27:48,0.018255713803956446
2025/1/11 16:27:49,0.018283796130027802
2025/1/11 16:27:50,0.018308132074512873
2025/1/11 16:27:51,0.018362610424321524
2025/1/11 16:27:52,0.018402349843275562
2025/1/11 16:27:53,0.018498464
2025/1/11 16:27:54,0.018612053989386663
2025/1/11 16:27:55,0.018754810903439445
2025/1/11 16:27:56,0.018756773115410425
2025/1/11 16:27:58,0.018749793129396952
2025/1/11 16:28:00,0.018673355319380153
2025/1/11 16:28:01,0.020588061803999302
2025/1/11 16:28:02,0.020900183152142777
2025/1/11 16:28:03,0.0209134
2025/1/11 16:28:04,0.020956819965128066
2025/1/11 16:28:06,0.020635751316510742
2025/1/11 16:28:07,0.020456298079189878
2025/1/11 16:28:09,0.020511539
2025/1/11 16:28:10,0.020551924
2025/1/11 16:28:12,0.020564857
2025/1/11 16:28:13,0.020560286
2025/1/11 16:28:15,0.020576955021661014
2025/1/11 16:28:17,0.020589993
2025/1/11 16:28:18,0.020591051281338608
2025/1/11 16:28:19,0.020583893
2025/1/11 16:28:20,0.020586873024147117
2025/1/11 16:28:21,0.020586686
2025/1/11 16:28:22,0.020574349122580937
2025/1/11 16:28:23,0.020590060688387535
2025/1/11 16:28:24,0.020576753
2025/1/11 16:28:25,0.020620038720383427
2025/1/11 16:28:27,0.020662623
2025/1/11 16:28:28,0.020674547249485215
2025/1/11 16:28:29,0.020209692779823946
2025/1/11 16:28:30,0.020607359509100903
2025/1/11 16:28:31,0.020607536103701474
2025/1/11 16:28:32,0.020607457560582354
2025/1/11 16:28:33,0.020596876838959794
2025/1/11 16:28:34,0.020507356903863627
2025/1/11 16:28:35,0.020497789766462365
2025/1/11 16:28:36,0.020474719
2025/1/11 16:28:37,0.020524701373812054
2025/1/11 16:28:38,0.020508328391927844
2025/1/11 16:28:39,0.020513876
2025/1/11 16:28:40,0.020519536548953294
2025/1/11 16:28:41,0.020494813641110277
2025/1/11 16:28:42,0.020501415
2025/1/11 16:28:43,0.020498888257856212
2025/1/11 16:28:44,0.020485487988518347
2025/1/11 16:28:45,0.020458429706209813
2025/1/11 16:28:46,0.020470833
2025/1/11 16:28:47,0.020473498
2025/1/11 16:28:48,0.020479137459872582
2025/1/11 16:28:50,0.020443150442477798
2025/1/11 16:28:51,0.020470158
2025/1/11 16:28:52,0.020388122114887608
2025/1/11 16:28:53,0.020472039
2025/1/11 16:28:54,0.020488390687303237
2025/1/11 16:28:55,0.020469182
2025/1/11 16:28:56,0.020463944
2025/1/11 16:28:57,0.020432766
2025/1/11 16:28:58,0.020454823943726257
2025/1/11 16:28:59,0.020456182215175645
2025/1/11 16:29:00,0.020230314712726443
2025/1/11 16:29:02,0.020882968609400237
2025/1/11 16:30:43,0.020383426066882482
2025/1/11 16:30:44,0.020602885
2025/1/11 16:30:45,0.020595250820092687
2025/1/11 16:30:46,0.020522290821746392
2025/1/11 16:30:47,0.023624137045866966
2025/1/11 16:30:48,0.024369039769731444
2025/1/11 16:30:49,0.02445803
2025/1/11 16:30:50,0.024537043
2025/1/11 16:30:51,0.023071884
2025/1/11 16:30:52,0.022497869027009603
2025/1/11 16:30:53,0.022508174
2025/1/11 16:30:54,0.022507023
2025/1/11 16:30:55,0.022537467
2025/1/11 16:30:58,0.034707728
2025/1/11 16:31:04,0.003869028
2025/1/11 16:31:06,0.015550068632902056
2025/1/11 16:31:07,0.007243379
2025/1/11 16:31:08,0.006955457
2025/1/11 16:31:09,0.006470237
2025/1/11 16:31:10,0.003738271
2025/1/11 16:31:11,0.005687162
2025/1/11 16:31:12,0.004878306
2025/1/11 16:31:13,0.006696229
2025/1/11 16:31:14,0.011601176501154034
2025/1/11 16:31:15,0.01195616
2025/1/11 16:31:16,0.010485298852396388
2025/1/11 16:31:17,0.008323581
2025/1/11 16:31:18,0.006788491
2025/1/11 16:31:19,0.009393594
2025/1/11 16:31:20,0.010306358250662099
2025/1/11 16:31:21,0.00971998
2025/1/11 16:31:22,0.00720165
2025/1/11 16:31:23,0.018228501622225373
2025/1/11 16:31:24,0.016306032188712738
2025/1/11 16:31:25,0.016251358970616653
2025/1/11 16:31:26,0.016833437622493452
2025/1/11 16:31:27,0.018131365006441413
2025/1/11 16:31:28,0.018012961025862435
2025/1/11 16:31:29,0.017749591146841787
2025/1/11 16:31:30,0.017579017177865214
2025/1/11 16:31:31,0.017916344272210782
2025/1/11 16:31:32,0.021881912500447836
2025/1/11 16:31:33,0.023780378361460446
2025/1/11 16:31:34,0.02226901
2025/1/11 16:31:35,0.022657782547082245
2025/1/11 16:31:36,0.023005916316285013
2025/1/11 16:31:37,0.023728286083111765
2025/1/11 16:31:38,0.02366661
2025/1/11 16:31:39,0.023629135
2025/1/11 16:31:40,0.023603318379505318
2025/1/11 16:31:41,0.023558234349334423
2025/1/11 16:31:42,0.023532041872692016
2025/1/11 16:31:43,0.023487858
2025/1/11 16:31:44,0.023887607
2025/1/11 16:31:45,0.023858502
2025/1/11 16:31:46,0.024642628
2025/1/11 16:31:47,0.024281160200610923
2025/1/11 16:31:48,0.023160766995297493
2025/1/11 16:31:49,0.021392635838249536
2025/1/11 16:31:50,0.019758049514072784
2025/1/11 16:31:51,0.022564729341261636
2025/1/11 16:31:52,0.015434361856156542
2025/1/11 16:31:53,0.018628638
2025/1/11 16:31:54,0.018646411
2025/1/11 16:31:55,0.018621791
2025/1/11 16:31:56,0.018573540828770014
2025/1/11 16:31:57,0.018539806658813163
2025/1/11 16:31:58,0.018523855253025356
2025/1/11 16:31:59,0.018182767806068128
2025/1/11 16:32:00,0.019957440810468796
2025/1/11 16:32:01,0.017256448533491547
2025/1/11 16:32:02,0.017905859338231227
2025/1/11 16:32:03,0.017903071653069258
2025/1/11 16:32:04,0.017655783220970573
2025/1/11 16:32:05,0.017859982404620094
2025/1/11 16:32:06,0.017854961089753818
2025/1/11 16:32:07,0.017839898
2025/1/11 16:32:08,0.020745049833296687
2025/1/11 16:32:09,0.017714716795168044
2025/1/11 16:32:10,0.017714244
2025/1/11 16:32:11,0.017687530263553963
2025/1/11 16:32:12,0.017692720881921826
2025/1/11 16:32:13,0.017380177608467662
2025/1/11 16:32:14,0.017496434048761333
2025/1/11 16:32:15,0.017496257
2025/1/11 16:32:16,0.021811015
2025/1/11 16:32:17,0.019815232213531875
2025/1/11 16:32:18,0.063690566
2025/1/11 16:32:19,0.11619391739977258
2025/1/11 16:32:20,0.16699051468221424
2025/1/11 16:32:21,0.21675267209675755
2025/1/11 16:32:22,0.20585905767007118
2025/1/11 16:32:23,0.20585905455125472
2025/1/11 16:32:24,0.20286735255189856
2025/1/11 16:32:25,0.1922373047619527
2025/1/11 16:32:26,0.19385773782346036
2025/1/11 16:32:27,0.19546969372136078
2025/1/11 16:32:28,0.181686738
2025/1/11 16:32:29,0.17698306175128545
2025/1/11 16:32:30,0.17699048704371156
2025/1/11 16:32:31,0.17497417891170594
2025/1/11 16:32:32,0.19264871148407847
2025/1/11 16:32:33,0.18924539359222114
2025/1/11 16:32:34,0.18924799191262398
2025/1/11 16:32:35,0.18844757800617865
2025/1/11 16:32:36,0.19261367104165142
2025/1/11 16:32:37,0.20075298041625875
2025/1/11 16:32:38,0.19593564631219573
2025/1/11 16:32:39,0.1959463412183927
2025/1/11 16:32:40,0.19507848689003549
2025/1/11 16:32:41,0.19395792420985503
2025/1/11 16:32:42,0.19398673403758204
2025/1/11 16:32:43,0.18820917728999578
2025/1/11 16:32:44,0.21964981681829285
2025/1/11 16:32:45,0.21182112240421022
2025/1/11 16:37:09,0.21186940326592638
2025/1/11 16:37:10,0.2119183316230792
2025/1/11 16:37:11,0.21194996495664217
2025/1/11 16:37:12,0.2109113960555503
2025/1/11 16:37:13,0.2072075875606584
2025/1/11 16:37:14,0.20859651277353577
2025/1/11 16:37:15,0.20887827420404634
2025/1/11 16:37:16,0.20726330031548942
2025/1/11 16:37:17,0.2062416164919405
2025/1/11 16:37:18,0.20628525231646844
2025/1/11 16:37:19,0.2060838178971737
2025/1/11 16:37:20,0.2061813113904997
2025/1/11 16:37:21,0.20640001637505145
2025/1/11 16:37:22,0.2067577624371634
2025/1/11 16:37:23,0.21259715520751618
2025/1/11 16:37:24,0.21180809913542728
2025/1/11 16:37:25,0.21100103152820196
2025/1/11 16:37:26,0.20924873266543834
2025/1/11 16:37:29,0.2093385748149871
2025/1/11 16:37:30,0.2081882993321953
2025/1/11 16:37:31,0.20711233155887823
2025/1/11 16:37:32,0.2071858968572906
2025/1/11 16:37:33,0.20732887895159383
2025/1/11 16:37:34,0.20755461123921157
2025/1/11 16:37:36,0.20768139965665297
2025/1/11 16:37:38,0.2076174113491868
2025/1/11 16:37:39,0.20756306815994652
2025/1/11 16:37:40,0.2076517148681519
2025/1/11 16:37:41,0.20772513981869287
2025/1/11 16:37:42,0.2077874902207403
2025/1/11 16:37:43,0.20685010235435142
2025/1/11 16:37:44,0.20583609121007074
2025/1/11 16:37:45,0.20599471628147045
2025/1/11 16:37:46,0.20614687280676103
2025/1/11 16:37:47,0.20626578379279895
2025/1/11 16:37:48,0.20640594950906235
2025/1/11 16:37:49,0.20663898333337163
2025/1/11 16:37:50,0.20683731955837473
2025/1/11 16:37:51,0.20693729273744518
2025/1/11 16:37:53,0.2071923538080521
2025/1/11 16:37:57,0.2059007995320039
2025/1/11 16:37:58,0.2044522110069303
2025/1/11 16:37:59,0.20221473157081662
2025/1/11 16:38:00,0.20146422211167833
2025/1/11 16:38:01,0.20074571
2025/1/11 16:38:02,0.1998647202825873
2025/1/11 16:38:03,0.20005747357582981
2025/1/11 16:38:04,0.1973261034573408
2025/1/11 16:38:05,0.20216911346258085
2025/1/11 16:38:06,0.2029886294200871
2025/1/11 16:38:07,0.20264342119755208
2025/1/11 16:38:08,0.20274488767991108
2025/1/11 16:38:09,0.20280600319711276
2025/1/11 16:38:10,0.2028490947020812
2025/1/11 16:38:11,0.20288961622157928
2025/1/11 16:38:12,0.20292547180216122
2025/1/11 16:38:13,0.20296536426944142
2025/1/11 16:38:14,0.20303178868904004
2025/1/11 16:38:15,0.2030733392027663
2025/1/11 16:38:16,0.20312357245625975
2025/1/11 16:38:17,0.20322816019449697
2025/1/11 16:38:18,0.2033131367643947
2025/1/11 16:38:19,0.20226006632485585
2025/1/11 16:38:20,0.2012957822092941
2025/1/11 16:38:21,0.201345353
2025/1/11 16:38:22,0.20139187070733833
2025/1/11 16:38:23,0.20147028655435703
2025/1/11 16:38:24,0.20046534719933465
2025/1/11 16:38:25,0.1993272398320555
2025/1/11 16:38:26,0.19960911564309733
2025/1/11 16:38:27,0.19869297581696901
2025/1/11 16:38:28,0.19803568310421463
2025/1/11 16:38:29,0.1980357120153012
2025/1/11 16:38:30,0.19797915177601647
2025/1/11 16:38:31,0.19804335796271003
2025/1/11 16:38:32,0.1981306162940406
2025/1/11 16:38:33,0.19864734060917014
2025/1/11 16:38:34,0.19884539606315776
2025/1/11 16:38:35,0.19903523256132427
2025/1/11 16:38:36,0.1965308907415723
2025/1/11 16:38:37,0.19523294376919806
2025/1/11 16:38:38,0.1952805302878149
2025/1/11 16:38:39,0.19532313369956236
2025/1/11 16:38:40,0.19536757530209048
2025/1/11 16:38:41,0.19538702468388003
2025/1/11 16:38:42,0.1954114466384098
2025/1/11 16:38:43,0.19436454020835456
2025/1/11 16:38:44,0.19336082156775625
2025/1/11 16:38:45,0.19339959216510735
2025/1/11 16:38:46,0.19257050812022034
2025/1/11 16:38:47,0.19162569
2025/1/11 16:38:48,0.19166551149895708
2025/1/11 16:38:49,0.19171320472349107
2025/1/11 16:38:50,0.19180413463950652
2025/1/11 16:38:53,0.19211155164772156
2025/1/11 16:38:54,0.19094048135125416
2025/1/11 16:38:55,0.19016963917664764
2025/1/11 16:38:56,0.1903589159444675
2025/1/11 16:38:57,0.1904446077966996
2025/1/11 16:38:58,0.18942688784114248
2025/1/11 16:38:59,0.19163432983518888
2025/1/11 16:39:00,0.19365144472665494
2025/1/11 16:39:01,0.19273706987221764
2025/1/11 16:39:02,0.19282894780643836
2025/1/11 16:39:03,0.18975030647725774
2025/1/11 16:39:04,0.1865428260565308
2025/1/11 16:39:12,0.18643340163151656
2025/1/11 16:39:13,0.1864943066240139
2025/1/11 16:39:14,0.18639772114699463
2025/1/11 16:39:15,0.18646414955373128
2025/1/11 16:39:16,0.18678277661799836
2025/1/11 16:39:17,0.18793740132122835
2025/1/11 16:39:18,0.18718372409559544
2025/1/11 16:39:19,0.18699010993132173
2025/1/11 16:39:20,0.1871024430622339
2025/1/11 16:39:21,0.18716603454645542
2025/1/11 16:39:22,0.187254347
2025/1/11 16:39:23,0.18786505160640013
2025/1/11 16:39:24,0.18513348841730096
2025/1/11 16:39:25,0.18151031489752553
2025/1/11 16:39:26,0.1817093035590401
2025/1/11 16:39:27,0.1817815570645358
